project_id:ID(Project),acronym,title,status
101202589,SKINNOVATE,Synergistic Nano-Therapeutic Approach for Psoriasis: Targeting TNF-α and IL-17 Pathways via Transdermal Delivery,SIGNED
101202597,ACryL,Advanced Cryptography from Lattices,SIGNED
101202608,FEM-CYCLE,Rhythms of the Female Heart: The Impact of Cycling Sex Hormones on Cardiac Signaling and Interoception,SIGNED
101202610,SHOCKWAVE,Spacecraft Heliospheric Observation of Collisions and Kinetic Wave Analysis in Various Environments,SIGNED
101202611,R.E.A.C.T.,Reusing steel for Emission reduction through AI-driven Cutting-stock Tool,SIGNED
101202622,DEEPSEA,Development of High Entropy Alloys (HEAs)-based Electrocatalysts for Clean Hydrogen Production via Seawater Splitting,SIGNED
101202623,FOCUS-6G,a Framework for goal-Oriented Characterization of real-time reqUirementS in 6G networks: Driving convergence of the physical and digital worlds (FOCUS-6G),SIGNED
101202625,SIPOCAG,Singularities in Positive-Characteristic Algebraic Geometry,SIGNED
101202630,LocalChemAI,Local Chemical AI: Achieving Transferability and Interpretability in Machine Learning Models through Quantum Theory of Atoms in Molecules.,SIGNED
101202635,CC-DNArep,CCAR2-mediated regulation of CtIP activity on DNA repair,SIGNED
101202637,MOSAIC,Mutational atlas of dengue virus non-structural protein 1 (NS1) in cell culture and mosquitos: mapping infection at single-cell resolution,SIGNED
101202639,MDTF,Mixing and Dispersion in Two-phase porous media Flow,SIGNED
101202642,CaveMum,The role of embryonic metabolism under maternal control in phenotypic evolution of blind cavefish,SIGNED
101202648,META-SONIC,METAmaterials for Structural Optimization and NoIse Control,SIGNED
101202657,EDAIS,Exploring the Dawn of the universe using Ab-Initio Simulations,SIGNED
101202659,CAFinCAC,Dissecting and targeting malignant cell-fibroblast crosstalk driving cachexia in pancreatic cancer,SIGNED
101202663,ECO2HJH,Electrified CO2 Hydrogenation by in-situ Joule Heating: From metal skeleton catalysts to the thermo-electric catalytic mechanism,SIGNED
101202664,HeatSIM,"Heat Transport in Fractures and Fracture Networks – Simulation, Inversion, Measurements",SIGNED
101202681,VIPERMS,Vibrationally Promoted Electronic Resonance Microscopy for Structural-Electronic Coupling Studies in Single Quantum Dots,SIGNED
101202686,EMPDANZ,"Old Books, New Worlds: Early Modern English Printed Drama in Australia and New Zealand",SIGNED
101202688,E-Health Management,Utilizing AI in Promoting Sustainable Consumption: The Impact of AI-powered Information Presentation and Feedback Interaction on User Healthy and Sustainable Dietary Behaviours,SIGNED
101202696,MI UTM,Urban Transitions Mission of Mission Innovation (MI UTM),SIGNED
101202700,COMIT,COMpetence of neural progenitors In Time,SIGNED
101202708,DeTaSci,Developing Talent in Science: Breaking the Gifted Education Taboo,SIGNED
101202710,QUBITTO,Holographic Quantum Information: Building Bridges Between Measures In Quantum Information Theory and Gravity,SIGNED
101202711,SWEETBARRELS,Understanding the cytotoxicity of L-Phenylalanine-based non-nutritional sweeteners and how to prevent it: An interdisciplinary study on their supramolecular assembly and rationally designed inhibitors,SIGNED
101202712,ROROTE,Round-Robin Testing for CO2 Electrolysis. What is mightier: the cell or the operational conditions?,SIGNED
101202714,CHINOS,Chiral Nanoplatelets Assemblies for Optoelectronic and Spintronic Devices,SIGNED
101202730,NEDIPAL,Negotiating Digital Technologies in Palliative Home Care,SIGNED
101202731,Syn4WCO2-Cem,Maximising value of construction Waste and CO2 capture for low-carbon CEMent: In situ hydration imaging with SYNchrotron X-ray,SIGNED
101202734,SOLID,Stable Optimized Layered Inorganic/organic Devices,SIGNED
101202750,TheoPolis,Theology and Politics in Gush Emunim: Using the Bible to Reshape the Land,SIGNED
101202752,Cryo-GraPoTSS,cryo-EM structures of a Gram-positive type 4 secretion system,SIGNED
101202761,PolyMat4Bat,High-performance self-healing and flame-retardant polymer materials for all-solid-state lithium metal batteries,SIGNED
101202762,NANORIBS,NANOpore-based RIBosome profiling to characterise ribosome Specialisation in neuronal differentiation at single-molecule resolution (NANORIBS),SIGNED
101202787,EMILIE,EMILIE – ESTABLISHING A NEW PARADIGM IN NANOMATERIALS CHARACTERIZATION,SIGNED
101202801,DRUG-SPIN,Melt-Spun Amorphous Drug Systems for Enhanced Pharmaceutical Efficacy,SIGNED
101202802,WILDVALUE,Valuing the Wild: From Stated Preference Methods to Compensating Income Variation,SIGNED
101202805,TUNENALCN,Regulation and modulation of the NALCN channelosome,SIGNED
101202810,CircleBridge,Circle Patterns Bridging Hyperbolic Geometry and Statistical Mechanics,SIGNED
101202812,SOUNDTRACK,Using echoSOUNDer data from fishing vessels to TRACK ecosystem impacts of the krill fishery,SIGNED
101202814,EISNMR,Advancing Sodium-ion Battery Cycle Life: Understanding Degradation in Hard Carbon Anodes,SIGNED
101202815,NeuroEDIT,Unraveling the impact of RNA-editing in neurodegeneration: a focus on TDP-43 related frontotemporal dementia.,SIGNED
101202816,SENSEAIR,"Making Sense of the Air in China’s Socialist Industrialisation: producing and communicating airborne hazards, 1949–1976",SIGNED
101202817,Waking the Dead,"Waking the Dead: Fiction and the Archival Gap in Ireland, India and the Black Atlantic",SIGNED
101202818,FREITPWP,A History of Far-Right Europeanism in the Post-War Period,SIGNED
101202819,URBANWASTE,Seeing Waste Like a City: Towards Just Circular Economies in Glasgow and Mexico City,SIGNED
101202822,eSyn-Amino acid,"Advancing Amino Acid Electrosynthesis through Integrated Active Site Design, Mechanistic Understanding, Free-Standing Electrode Fabrication, and Continuous Flow Cell Engineering",SIGNED
101202828,LEANMASS,Somatostatin Receptor Inhibitors for Sustaining Muscle and Bone Mass Following Pharmacologically Induced Weight Loss,SIGNED
101202842,ANGeLiC,ALD-protected Next Generation Lithium-Sulfur battery Cell,SIGNED
101202847,KHEALTH,Kefiran: Harnessing Exopolysaccharide bioActivities beneficiaL To Health (KHEALTH),SIGNED
101202855,AI-COURTS,AI in Courts: Judicial Values in the Age of AI,SIGNED
101202858,CARMONY,COORDINATED ACTION FOR RESPONSIVE MIXED ORCHESTRATION AND NETWORK YIELD,SIGNED
101202872,BantuVerse,Verse and metre in Bantu languages: poetry in its historical development and connections,SIGNED
101202882,HighMag,"High-energy, low-cost and scalable generation 5 magnesium-based batteries for mobility applications and beyond",SIGNED
101202884,PulseLiSSBs,Pulse Charging for Lithium Metal Solid-State Batteries,SIGNED
101202885,NERemodelJaponicus,Deciphering the mechanisms underlying mitotic nuclear envelope remodelling in the fission yeast Schizosaccharomyces japonicus,SIGNED
101202895,METrIC,Modelling of Epithelial-to-Mesenchymal Transition in Invading Cells,CLOSED
101202912,IKIGAI,"Physical Internet and the Key steps to Innovation-driven supply chain transformation towards Green, Affordable, scalable and collaborative Zero-EmIssions Freight Transport solutions",SIGNED
101202913,FESSA,Fabrication and Evaluation of SpinFET for Spintronics Applications,SIGNED
101202915,CUNNING,Candidatus Symbiodolus in Cryptocephalus beetles: unveiling the nature of this novel insect generalist symbiont,SIGNED
101202922,QUIET SUN,Harnessing a New Generation of Solar Facilities and Machine Learning to Unveil the Quiet Sun's Hidden Magnetism,SIGNED
101202931,ULT-SCES-NMR,Ultra-low Temperature SQUID NMR of Strongly Correlated Electron Systems,SIGNED
101202933,D-NAVIO,Digital Ship: Mastering Complexity of the Waterborne Digital Transport through “Cloning of the Ship,SIGNED
101202935,2D RE-TMDCs,Realising two-dimensional heavy fermions in rare-earth intercalated transition metal dichalcogenides,SIGNED
101202947,HALLOW-PeLEDs,HAlogen bonding for Lead-free LOW-dimensional Perovskite Light Emitting Diodes,SIGNED
101202954,EcoVerse,EcoVerse: Carbon-Negative Modular Concrete Blocks for Enhanced Indoor Air Quality and Thermal Comfort - A Comprehensive Experimental and Modeling Approach,SIGNED
101202959,MITHOS,"INNOVATIVE DECISION-MAKING TOOL FOR THE FEDERATED MONITORING, RE-DESIGN AND CONSERVATION OF MULTIMODAL TRANSPORT INFRASTRUCTURES",SIGNED
101202964,CheliPloidy,Inferring patterns of ancestral whole genome duplications (paleopolyploidy) in chelicerates,SIGNED
101202971,GENRES,Genomic and Environmental factors of Resilience to Early-life Stress,SIGNED
101202981,CHORUS,Coordination of Heterogeneous Actors in Mixed Traffic within CCAM,SIGNED
101203008,TempMoralDecisions,"Time, ethics and the brain: Understanding the Behavioral and Neural Effects of Temporal-Discounting on Moral-Conflict Decisions",SIGNED
101203035,MabADAPT,Fundamental biological adaptations underlying persister formation and multi-stress tolerance in Mycobacterium abscessus and their impact on host-pathogen interactions,SIGNED
101203036,SIRENseek,Exploring silencer functions via their associated chromatin factors,SIGNED
101203037,SCUDO,SAFE AND COMPREHENSIVE URBAN DEVELOPMENT AND TRANSPORT MANAGEMENT FOR DISRUPTION-RESILIENT OPERATIONS,SIGNED
101203040,MODALSHIFT,Multimodal Optimisation leveraging Data Acquisition from Local Stakeholders towards a Holistic Improvement of Freight and people Transport,SIGNED
101203047,TALISSMAN,Technologies for Advanced LIthium-Sulfur batteries toward Safe and Sustainable Mobility Applications,SIGNED
101203048,ProPPS,"Property, Power, and the Political State: Angevin Theologians in the 1322 Consultation on Apostolic Poverty",SIGNED
101203049,MOVEO,Intelligent Framework for Inclusive and Seamless Transport Infrastructure and Mobility Services,SIGNED
101203052,AntifragiCity,AntifragiCity,SIGNED
101203053,CCAMbassador,"Connected, Cooperative and Automated MoBility Assessment & Stakeholder Dedicated and Operational awareness Raising",SIGNED
101203057,HybDDEF,Hybrid data-driven approaches to support the design of extrusion forming tools,SIGNED
101203060,UP2DATE4SDV,"Enabling safe & secure modular UPdates, UPgrades and DynAmic Task reallocation and Execution for Software Defined Vehicles",SIGNED
101203069,HePeQul,High-power efficient perovskite quantum dot light-emitting diodes,SIGNED
101203071,P3fromASTRO,Precision Particle Physics from extreme ASTROphysical transients,SIGNED
101203096,AI-BRIDGES,AI-BRIDGES: AI-Driven Bridging of Resources and Integration of Data Governance in Cultural Heritage Systems,SIGNED
101203100,Restore-Fertility,Male Paediatric Fertility Restoration using Testis Organoids,SIGNED
101203101,Marine Biorefinery,Advanced biorefinery of fish processing by-products for sustainable production of foods and nutraceuticals,SIGNED
101203107,3D-MEMorpho,Three-Dimensional Multilayered Epithelial Morphodynamics,SIGNED
101203123,MIRACLE,Multiphysics-informed machine learning for assessing battery safety risk evolution with degradation,SIGNED
101203131,STAND UP,EVOLUTIONARY MECHANISMS OF AGE-RELATED BONE LOSS ACROSS THE HUMAN AND HOMINID SKELETON,SIGNED
101203141,STUMAT,Development of Smart PHBV films with microencapsulated spirulina as TUnable food contact MATerials,SIGNED
101203161,RESIST,Democracies in the Climate Crisis: Redefining Citizenship and Statehood in Sinking States,SIGNED
101203174,CuteAMP,CUTibacterium acnes Engineered for Antimicrobial peptide Momentary Production,SIGNED
101203180,UnPAIN,Understanding Photodecarboxylation dynamics of Anti-INflamatory drugs (UnPAIN),SIGNED
101203181,SPECO,Evolution of sperm conjugates: does sperm competition drive the cooperative behaviour of sperm?,SIGNED
101203185,INTERACT,Microbial Interactions: Nitrifiers and their Partners in Complex Wastewater Microbiome,SIGNED
101203192,NeMo,NonEquilibrium MOlecular processes in the ultrastrong coupling regime,SIGNED
101203195,MissNature,"The Evangelizing MISSions facing the NATURE: Situated Knowledge and Environmental Impacts of Catholic Church in New France, France and Southern Italy during the Early Modern Period",SIGNED
101203197,RECOMPUTE,In-Materio Reservoir Computing Using Tailored Epitaxial Complex Oxides,SIGNED
101203230,CERTAIN,RESILIENT AND CONTINUOUS SAFETY ASSURANCE METHODOLOGY FOR CCAM AND ITS HMI COMPONENTS,SIGNED
101203233,SafeSea,"Monitoring, Environmental Impact and Safety Assessment of UV Filters in Seafood",SIGNED
101203240,SMARTIN,"Smart digital solutions for multimodal, accessible, resilient, user-centric urban infrastructure",SIGNED
101203243,SUPER-GATE,Advancing organic SemicondUctor / 2D hybrid organic-inorganic PERovskite heterojunction-based floating-GATE transistors for neuromorphic computing applications,SIGNED
101203244,CICERO_cDC1,Characterisation and Identification of Cell Engulfment Receptors on cDC1s.,SIGNED
101203247,CapaCITIES 2.0,Fast-Tracking the National Narrative for Climate-Neutral Urban Futures,SIGNED
101203248,MORPHEUS,Modular electroactive nanopore architectures with atomic precision,SIGNED
101203281,MoSSGIn,Moduli Spaces of Sheaves: Geometry and Invariants,SIGNED
101203291,SeaRhi,Harnessing Seagrass Rhizosphere Microbiome for New Antimicrobials,SIGNED
101203296,CryoYeTi,Building Invariant Representations: Computational Innovations for Cryo-ET Data Analysis,SIGNED
101203305,CPMesoMOF,Continuous Production of Meso-structured Metal-Organic Frameworks,SIGNED
101203314,Roads4All,"Co-creating safer Living Roads for all through a holistic, multi-level, participatory approach to cultural transformation",SIGNED
101203318,ANIMA,Artificial INtelligence-based Interactive Microtonal Compositional Assistant,SIGNED
101203320,EVOFINCH,From origins to adaptations: tracing the fundamental steps of Darwin’s finch evolution,SIGNED
101203324,REVIVEMP,Reviving Empire: French and Spanish Visions of Imperial Renewal in the Greater Caribbean (1800-1830),SIGNED
101203332,DISD-TG2,Exploring Transglutaminase 2 as a potential therapeutic target for diabetes-induced sexual dysfunction,SIGNED
101203352,MIMoSeS,Membrane Interaction Modulates RNA Secondary Structures and Phase Separation,SIGNED
101203356,SUPMAB,SUstainable Preservation of Masonry Arch Bridges,SIGNED
101203362,QuantumTuningABC,Uncovering and Tuning Correlated Quantum Phases in ABC Graphite on the local scale,SIGNED
101203370,Cyclacene,Template-Directed Synthesis of [9]CPP and [20]Cyclacene,SIGNED
101203371,LATECO,Fostering Multilingualism through LAnguage TEacher COllaboration,SIGNED
101203382,EXD-LnOLED,Advancing Exciton Dynamics in In-situ/Operando Spectroscopic Study of Lanthanide-based OLEDs,SIGNED
101203396,ARCTICMINER,Deep-Sea Mining on Continental Shelves: Environmental Stakes and Clash of Interests on the High Seas,SIGNED
101203401,MUSiC ArT,"Monsoon, Upwelling, Silicon and Carbon cycling: climate driven interplays in the Arabian Sea up to the last InTerglacial",SIGNED
